day,month,year,obs,ACCESS1,CCSM4,CNRM,MPI-REMo,MPI,SMHI
16,1,1998,0,0,0,0,4.11E-07,0.004505801,0
17,1,1998,0,0,2.646647215,0.930313349,0.000351128,0.025700366,0
18,1,1998,0,0,1.029036522,2.363427162,0.778992,0.002712458,0
19,1,1998,0,0,0.325926751,0.559258044,0.420780877,0.048973091,0
20,1,1998,0,0,37.35564804,1.981433153,0.055590941,0.040761456,0
21,1,1998,2,0,6.944842339,17.48954201,1.16E-05,0,0
22,1,1998,5,0,0.454607874,0,5.63E-09,0,0.329589844
23,1,1998,0,0,0.430259287,0.154830217,4.51E-09,0.001709894,0.823974609
24,1,1998,0,0,0.153446734,0,0.375630538,0,1.977539063
25,1,1998,0,0,0.502281725,0,1.14E-06,0,0
26,1,1998,0,2.854301453,1.14909482,0,0.00191452,0,0
27,1,1998,0,17.5919075,0.977215886,0,0.000693917,0,0
28,1,1998,0,10.36403656,0.501541317,0,6.12E-09,0,0
29,1,1998,0,13.65746498,0.006915559,0,0.010304249,0.139742717,0
30,1,1998,0,0.740078926,0,0,4.64E-11,0,0
31,1,1998,0,1.223317266,0,0,2.28E-05,0.333983541,0
1,2,1998,0,2.970999956,0,0,3.02E-09,0,0
2,2,1998,0,0.8748734,0,0,7.84E-05,0,4.449462891
3,2,1998,0,0.082145035,0,0,3.981579188,0,0
4,2,1998,0,0.267496675,0,0.135096624,0.047500137,0,0
5,2,1998,0,0.346049011,0,2.416968107,1.05E-07,0,0
6,2,1998,0,0.00069924,0,1.079205632,0.003292425,0,0
7,2,1998,0,0,0.496966779,0.09727928,2.369553602,0,0
8,2,1998,0,0,0,0.007264333,3.72107341,0,0
9,2,1998,0,0,0.394693971,0.026163315,3.39E-06,0,0
10,2,1998,0,0,0,0.591941595,0.186302244,0,0
11,2,1998,0,0,0,1.822234869,18.70262688,0,0
12,2,1998,0,0,0,0.455521405,16.12712536,0,0
13,2,1998,0,0,0.136981964,0.373488903,0.310362766,0,0
14,2,1998,0,0,0.940002441,0,0.019558874,2.56088686,0
15,2,1998,0,0,35.2951088,0,0.092151197,8.786248207,0
16,2,1998,0,0,18.32417679,0,0.000106948,1.750071526,0.329589844
17,2,1998,0,0,12.00660419,0,31.67380728,3.586335182,0
18,2,1998,0,0.836229861,0.194901139,0,30.55230863,1.878035665,0
19,2,1998,0,0.08001709,2.140024662,0.147141248,5.378948897,3.364929676,0
20,2,1998,1,0.041846789,8.33087635,0.753431678,2.21E-10,2.575128317,0
21,2,1998,0,0,2.934980869,1.320007324,0.02414093,0.281553447,2.224731445
22,2,1998,0,0,1.623075485,1.075497508,0.62495512,0,9.393310547
23,2,1998,0,0,0.663385868,0.839669883,1.503365632,0,0.823974609
24,2,1998,2,0,0.360158324,1.440002441,1.480896055,0.011438734,0.329589844
25,2,1998,0,0,0.499717891,5.677015781,0.466615376,0.144797385,1.483154297
26,2,1998,0,0,0.191418186,1.085039496,1.782269584,0.292845696,1.153564453
27,2,1998,12,0,2.118076801,0.209784821,13.31896065,1.410175323,0.659179688
28,2,1998,0,0,13.80131626,0.607230484,28.57499588,6.254566193,9.887695313
1,3,1998,0,0,0.686577559,0.222362682,20.39296799,1.08926487,0.494384766
2,3,1998,0,0,0.888649702,0.340443194,0.003284366,1.000421524,0.494384766
3,3,1998,0,0,4.060485363,1.087784171,3.98E-06,0.064377889,0.988769531
4,3,1998,0,0,0.334009022,2.682233572,0.352509176,0.299724072,1.647949219
5,3,1998,0,0.283349663,0.009099766,0.839006305,0.006605251,0,0.329589844
6,3,1998,0,0.700859547,0,0,7.827056595,0,0
7,3,1998,0,1.243563533,0,0,4.232042399,0.557437658,0
8,3,1998,9,1.095149398,0,1.540039063,7.280073292,1.055310249,0
9,3,1998,0,0.739990234,0,0.955981731,0.16651699,6.95693922,0
10,3,1998,0,0.419304818,0,3.247983694,3.29E-09,5.036006451,0
11,3,1998,0,0.490806729,0,1.517583847,1.04E-09,6.959646225,0
12,3,1998,0,0.715889812,0,0.341572851,2.22E-09,16.85365868,0
13,3,1998,0,2.27598691,0.362973303,0.920724571,3.41E-09,1.693509817,0
14,3,1998,0,2.367485285,2.882096291,3.436280012,0.012697134,3.424829721,0
15,3,1998,0,0.67502147,6.730812073,26.4838562,3.079173225,0,0
16,3,1998,0,1.563605189,6.316366196,1.690057278,7.082674443,3.992162704,0
17,3,1998,0,0,1.140014648,3.012283564,0.003416884,5.069809914,0
18,3,1998,0,0,2.343468428,0,1.559254644,0.512067735,0
19,3,1998,0,0,0,0.532599688,0.245709768,0.112867415,0
20,3,1998,0,0,0,2.378772736,6.191359623,0.021410711,0
21,3,1998,0,0,0.088194922,2.371382475,5.35E-07,0.206307396,1.318359375
22,3,1998,0,0,0.433545113,0.520058811,7.867086679,0.398509443,0
23,3,1998,88,0.132052362,1.67502737,0.273409069,0.000239923,4.558004856,0
24,3,1998,82,0.774721444,0.93598038,0.088527933,49.29439668,6.003218651,3.769683838
25,3,1998,33,1.625315189,0.124776416,0.66003418,11.76536568,4.670321465,11.00006104
26,3,1998,23,1.488810062,0.023218859,0,0.421002985,3.483503342,0
27,3,1998,0,3.521393538,0,3.040039063,0.44311895,39.85113525,0
28,3,1998,0,2.737696886,0,4.780994415,3.456546203,2.549901724,0
29,3,1998,0,5.657969475,0.55071497,2.059997559,0.323631588,0.324236214,0
30,3,1998,0,4.724374294,3.286981821,1.705943465,12.39578621,0.578471303,0
31,3,1998,4,20.43635368,3.747510433,20.24979591,5.007491761,0.343902767,4.943847656
1,4,1998,0,1.501259327,0.545447111,54.31578445,0.001036009,38.14150238,0.411987305
2,4,1998,0,0.129431456,1.567477345,5.00155592,3.27E-05,73.35575104,0
3,4,1998,0,0,7.857832432,0.812317014,1.42E-05,9.992173195,0
4,4,1998,0,20.85363007,1.993114591,0,2.078410133,4.540039063,0
5,4,1998,0,46.16859436,0.588699579,0,2.516524144,12.69125843,0
6,4,1998,12,328.2357788,0,0,3.446588188,70.31893158,0
7,4,1998,21,65.6540451,0,0,15.37481225,12.96949482,0
8,4,1998,0,2.246544123,0.279117823,0.818563282,45.40240411,3.455185413,0
9,4,1998,0,1.052486897,1.47160697,1.182097435,63.78255989,199.9296417,0
10,4,1998,57,0.284039795,0.726877034,3.036569118,15.79060787,29.4364357,0
11,4,1998,14,1.370184541,0,5.937617779,42.28055924,2.306214094,0.061798096
12,4,1998,17,0.385086209,0.747511446,54.42436981,41.71746634,2.708634138,0.329589844
13,4,1998,290,0.858999014,2.523963213,0.747337222,4.558224056,52.87559128,0.947570801
14,4,1998,0,3.013225794,1.272025585,1.487531424,18.94918056,4.128540039,5.561828613
15,4,1998,0,4.127220154,5.759486198,2.66493845,0.142810588,7.844449043,3.275299072
16,4,1998,0,8.014346123,10.26102448,1.385666609,4.953553586,5.420043945,0
17,4,1998,34,18.14412498,4.562366962,1.645631433,18.60295432,1.338849664,1.380157471
18,4,1998,0,8.557186127,9.449654579,0.593284547,3.946005867,1.337913394,0.597381592
19,4,1998,1,59.70956039,20.40664673,3.107869625,35.75052526,0,0.082397461
20,4,1998,0,5.824259758,23.85554504,1.876307726,20.69691801,0.054672118,0.061798096
21,4,1998,12,1.204903603,7.921229362,3.940002441,27.13112673,2.207843304,0.061798096
22,4,1998,51,0.34007293,1.872262478,4.25974226,27.108566,0.260009766,0.082397461
23,4,1998,14,0.190688923,1.79196775,7.555994987,79.51385658,4.179992676,3.872680664
24,4,1998,10,0,0.933069766,3.799987793,60.09168774,4.200012207,1.977539063
25,4,1998,0,0.186187595,5.125413418,19.23500061,59.06555168,1.720031738,1.359558105
26,4,1998,0,3.630474806,2.530081272,47.8657608,5.461844872,2.382236481,2.719116211
27,4,1998,7,3.093505144,7.442018032,4.189884186,0.044279713,0.194333181,5.2734375
28,4,1998,7,0.16003418,13.54495811,1.730183721,0.004578859,1.192482829,0.082397461
29,4,1998,1,0.418049812,3.359985352,0.962133169,3.378271696,0,0.164794922
30,4,1998,0,1.139516592,60.55309677,1.84739995,1.813707378,0.950703681,0
1,5,1998,0,1.448383808,30.15969849,2.040039063,2.341412252,1.163787007,0
2,5,1998,32,5.360134125,1.291039109,3.70955658,6.21889669,4.088237762,0
3,5,1998,1,3.20414114,0.865127146,6.509138584,17.78552388,1.104682446,0
4,5,1998,0,4.659675121,0,8,71.95805367,1.712392449,0
5,5,1998,1,6.409127235,1.296619534,263.9749146,74.08374622,1.771452188,0
6,5,1998,6,9.499463081,0.186982512,5.905475616,38.39160679,3.26198864,0
7,5,1998,0,2.965683222,0,15.69992924,6.573718996,101.2988586,0
8,5,1998,14,5.61888361,0,32.25877762,1.946528745,13.76859188,0.082397461
9,5,1998,2,0.5,0,135.8079834,2.185888239,9.376470566,7.91015625
10,5,1998,14,3.877389908,2.918876886,38.70404816,96.50362059,5.384392738,2.801513672
11,5,1998,26,35.21560287,3.828913927,7.886109352,34.25790612,4.424090862,0.082397461
12,5,1998,0,19.10011673,24.09245491,61.59143829,15.50015607,0.623804212,0
13,5,1998,0,2.773604393,126.1119843,68.80895996,6.616783538,0.087283701,3.790283203
14,5,1998,0,1.595298409,157.3420715,1.460021973,20.56624331,1.410374403,6.097412109
15,5,1998,0,4.879689217,200.7244263,12.82728291,9.574772045,0.910273969,1.977539063
16,5,1998,66,6.335324287,123.3814545,6.130916595,5.924334819,60.30158615,0
17,5,1998,0,3.035912514,0.611594796,4.799421787,8.465530048,3.308305502,0
18,5,1998,0,1.641381741,0.29680863,7.932591438,118.4578065,3.786969423,0
19,5,1998,0,3.666024923,0.08696197,10.22160625,16.07752671,3.98247242,0
20,5,1998,0,43.23018265,0.020019531,10.6621666,6.413596147,5.770521641,0.164794922
21,5,1998,17,6.520019531,2.892849922,6.89414978,11.42385677,6.260009766,1.483154297
22,5,1998,35,10.35998535,1.393397927,0.451040149,24.02546313,14.17652988,0.659179688
23,5,1998,16,17.43345261,1.72792244,0.169508651,13.76939071,66.2419281,2.389526367
24,5,1998,26,7.245218754,3.335236549,1.580042601,26.74221313,49.57728195,0.329589844
25,5,1998,16,5.560735703,5.149538994,4.156251907,7.663010387,14.18046474,8.239746094
26,5,1998,0,7.286162376,3.969839573,5.769941807,3.231686039,19.33873558,6.427001953
27,5,1998,6,3.625096798,3.414586306,5.238311291,1.986591989,28.69833374,47.29614258
28,5,1998,0,5.455262661,3.855072021,7.224066257,1.835502579,93.60098267,4.820251465
29,5,1998,3,8.911700249,3.103703022,5.022240639,11.28181117,23.70483208,8.81652832
30,5,1998,49,22.01175308,15.28748131,5.259102345,14.30988517,4.199133396,7.250976563
31,5,1998,36,14.36914539,2.264738798,8.326547623,0.782468237,6.274439812,0.494384766
1,6,1998,56,7.084799767,1.160377741,10.08829212,0.348021374,4.361510277,1.647949219
2,6,1998,110,8.343259811,1.634632826,82.47449493,0.000506517,4.226360798,0
3,6,1998,135,6.075665951,0.437290728,6.640014648,0.085940914,2.461164236,1.153564453
4,6,1998,7,7.109235287,4.230207443,1.66003418,14.91494123,3.58001709,0.576782227
5,6,1998,45,11.47897434,2.231077433,3.825722218,42.14231819,3.310153246,3.872680664
6,6,1998,8,25.79846764,1.368145466,3.288625002,115.4587079,20.90522575,0.164794922
7,6,1998,33,9.51052475,14.17138767,6.361346722,129.5808602,13.82230663,7.91015625
8,6,1998,8,5.780029297,23.182724,7.629484653,248.7122498,49.82042694,0.164794922
9,6,1998,201,75.2723465,10.20904446,5.043246269,4.101070971,19.39735794,0
10,6,1998,5,0.169450447,20.31353951,4.194712639,13.40401727,7.490324974,0
11,6,1998,8,2.413043976,5.493966103,8.89320755,11.78405271,16.64201736,0
12,6,1998,1,4.430084705,9.142518044,19.68865204,130.5031545,8.886519432,0
13,6,1998,0,4.432629585,15.69533348,23.45876884,117.9258741,2.402704954,0.329589844
14,6,1998,7,7.960021973,13.63506508,8.416695595,0.490253208,11.75967693,0.329589844
15,6,1998,58,3.705832481,7.085624695,8.640014648,1.554991974,86.05854797,1.647949219
16,6,1998,2,1.971788883,3.915314198,29.78336906,5.324802641,9.472536087,0.164794922
17,6,1998,10,10.59075546,2.108303308,8.853643417,58.92695859,10.15530396,1.77154541
18,6,1998,31,12.328578,1.952634096,0.353208899,35.06931039,15.93995667,4.490661621
19,6,1998,17,12.77988148,4.466578484,4.173065662,10.25548715,27.54332542,5.644226074
20,6,1998,20,9.361782074,2.993539572,5.936701298,4.893404106,2.932089806,13.63677979
21,6,1998,42,8.773200989,11.84647083,2.027613401,2.826355433,1.92049098,8.81652832
22,6,1998,8,5.24565649,9.820372581,4.553263664,19.5999993,3.824431896,35.26611328
23,6,1998,3,3.928252459,7.350240707,7.042176247,17.52628041,4.564567566,45.27740479
24,6,1998,4,6.86006546,40.17102051,70.31195068,13.77105033,3.997582436,49.27368164
25,6,1998,14,0.642619133,11.05037212,81.37214661,39.33892362,5.878051758,43.25866699
26,6,1998,5,1.073346615,14.21899891,188.9370575,29.35129926,11.69924927,33.45336914
27,6,1998,1,2.2708354,17.02799225,169.0994263,13.34102475,2.894535065,18.08624268
28,6,1998,18,16.71911621,79.57401276,3.259897709,3.655743599,2.34402442,5.809020996
29,6,1998,1,96.16622162,6.016136169,2.849791527,12.52043098,2.544131756,7.91015625
30,6,1998,0,9.094231606,1.969438434,3.638876438,5.497122416,5.924592018,10.6086731
1,7,1998,12,2.050539732,3.112743139,0.854497552,0.017506242,1.935883045,10.87646484
2,7,1998,6,2.957335472,11.66327858,0.508691788,34.63546392,0.33064276,4.325866699
3,7,1998,7,6.390945435,13.58806229,3.563603401,8.135056961,5.275298119,1.689147949
4,7,1998,38,1.153722525,4.586200714,3.655623436,2.004353347,4.307518959,1.462554932
5,7,1998,13,1.268375397,6.149734974,16.33027458,21.67131426,1.594268799,0.247192383
6,7,1998,18,1.479531169,4.566017151,20.41816521,18.23496069,5.197974682,4.614257813
7,7,1998,20,0.94938916,2.649165154,3.2898314,35.94068466,6.144390106,5.191040039
8,7,1998,13,5.666516781,0.627282381,1.176642656,2.711214172,4.454150677,10.9588623
9,7,1998,3,10.89073181,0.103511959,0.501146555,10.10952573,4.535700798,22.5769043
10,7,1998,3,12.7802,13.47077084,0.235096321,6.569671794,4.926498413,34.60693359
11,7,1998,15,9.804421425,38.71678925,0.072645441,14.74706973,2.66984129,26.44958496
12,7,1998,9,11.22927475,6.057808399,0.803862691,1.890475972,0.608571589,35.55450439
13,7,1998,23,14.27458477,0.562476814,0.406604409,0.778002359,1.919664621,27.97393799
14,7,1998,30,3.854093075,0.41607812,1.092400908,4.783252382,3.225222588,28.55072021
15,7,1998,50,7.200244904,0.66948235,3.576803923,14.88845274,2.154066563,42.84667969
16,7,1998,52,6.238168716,0.987939775,0.909172416,10.68650032,1.315554619,50.09765625
17,7,1998,7,46.60434723,1.7107023,0.645405054,8.398555079,0.880004883,30.36346436
18,7,1998,38,99.57264709,0.003856491,0.881292582,11.72466734,1.060062766,43.1350708
19,7,1998,9,7.607138634,0,5.209043026,8.476418769,1.254282475,54.79431152
20,7,1998,34,10.1763382,0,1.382526755,7.797427406,1.034842968,16.97387695
21,7,1998,216,3.65255022,0,2.251137733,7.796558621,1.150393724,9.269714355
22,7,1998,64,0.701860189,0.018010259,1.595027804,20.40823018,1.085541725,4.511260986
23,7,1998,241,2.440002441,0,1.701502562,7.556078886,0.751036525,11.65924072
24,7,1998,104,1.275072217,0.136339143,1.524991035,0.002320073,0.456053972,2.389526367
25,7,1998,79,1.976557493,1.034132242,0.593785167,0.046063124,23.51429176,3.172302246
26,7,1998,33,1.920043945,1.284470916,1.367981434,0.022223083,15.66100121,2.307128906
27,7,1998,62,6.243700981,4.231770039,1.788505554,0.049606356,2.237512112,4.284667969
28,7,1998,0,4.232449055,2.175443888,4.518153667,1.319540123,5.320007324,4.655456543
29,7,1998,19,5.494307995,1.620274782,3.695315838,1.705151307,3.39090395,3.955078125
30,7,1998,19,3.12921834,18.23665237,12.97465992,2.172101004,1.901160955,2.67791748
31,7,1998,8,9.278233528,4.019211292,9.950942039,0.023746626,2.769903183,2.513122559
1,8,1998,6,3.066375732,9.097276688,15.63046455,7.147810631,3.207732916,3.337097168
2,8,1998,5,3.546107292,3.969266176,9.879582405,3.03E-09,1.775139451,3.007507324
3,8,1998,18,7.23638916,3.471548319,2.464050531,2.539006609,1.048974514,5.438232422
4,8,1998,32,4.15583992,0.781616211,4.443502903,2.539566258,0.705683351,9.764099121
5,8,1998,5,3.945338964,0.220442563,3.713333368,2.347702923,0.141681209,8.486938477
6,8,1998,7,4.130627632,0.134507805,3.340348482,1.975998102,0.323245943,16.00570679
7,8,1998,21,7.379550934,0.091746099,6.576565266,9.508619341,1.111581206,7.106781006
8,8,1998,14,14.83974457,0.014158309,2.618591785,3.488802176,1.585253477,8.898925781
9,8,1998,2,28.89400482,6.947732449,9.681406021,2.547886973,1.780498266,12.64801025
10,8,1998,17,17.3127594,4.253179073,4.082464218,1.941514376,0.675014377,6.921386719
11,8,1998,20,27.2173481,1.825995684,3.227533579,10.05697874,0.480500549,4.696655273
12,8,1998,6,22.52893448,0.999734759,1.99611783,1.502779895,2.548955441,0.823974609
13,8,1998,0,154.907074,0.525281191,3.412536621,7.629363541,4.006166935,0
14,8,1998,8,6.967053413,0.321602106,1.881046653,7.619370637,2.33056426,2.059936523
15,8,1998,27,2.411342382,1.504878759,0.688370824,5.202816089,3.171877623,6.427001953
16,8,1998,69,2.473747492,1.465894103,1.087620258,20.91631559,3.429650307,0
17,8,1998,75,2.503053665,1.962618947,3.982554436,11.10149003,15.89397335,0.453186035
18,8,1998,38,70.58267212,4.506194115,2.525080919,0.001437354,4.230466843,1.400756836
19,8,1998,28,126.308876,2.764510155,1.370228529,5.305845919,1.630783081,0.288391113
20,8,1998,0,24.96108246,0.899109125,1.375498295,0.003853104,2.400024414,0.164794922
21,8,1998,4,6.748734474,5.033894539,1.136014938,7.731015701,2.233099461,0.329589844
22,8,1998,0,4.382057667,4.767132759,4.01140213,5.248038133,1.073291063,0.535583496
23,8,1998,30,3.053408623,2.097415447,1.502424836,0.000816396,2.039444685,0.741577148
24,8,1998,24,0.664369524,0.424398929,0.921276093,6.18E-11,8.385903358,0.659179688
25,8,1998,47,0.922905087,1.800533533,0.938823283,0.000703456,15.14116764,1.359558105
26,8,1998,48,2.577775717,2.036637545,0.25927642,5.33E-10,7.085936546,6.385803223
27,8,1998,37,1.394508719,4.114955902,1.229874372,7.02E-10,3.277592659,5.809020996
28,8,1998,11,0.595825255,2.974044085,3.359985352,6.98E-10,2.427063942,1.359558105
29,8,1998,16,0.395831555,0.534564376,6.963396072,0.042768162,2.036970615,2.430725098
30,8,1998,6,0.158126667,1.01264143,2.664824009,0.002348439,3.672703505,0.947570801
31,8,1998,44,0.070322603,0.654956162,2.275189877,0.009180913,3.711345434,0.535583496
1,9,1998,4,0.998217583,0.647265494,1.656869888,0.013440119,3.809593678,2.574920654
2,9,1998,8,1.438065767,0.45359689,2.034646034,0.003851638,1.716719627,0
3,9,1998,30,1.921215534,0.590744495,0.928670108,1.44E-07,4.539094925,2.780914307
4,9,1998,11,4.02196455,2.273298502,2.056768894,0.000135605,1.720031738,4.985046387
5,9,1998,58,4.909657955,2.689289331,1.397819281,0.00105299,4.695954323,3.749084473
6,9,1998,17,11.77919579,2.102947235,1.808421373,0.043553577,4.621628761,1.29776001
7,9,1998,0,9.016273499,2.415940523,3.507337093,1.128115188,1.109982252,0
8,9,1998,0,1.517734885,2.628031254,2.455562115,0.057694478,0.669798493,0
9,9,1998,2,1.144554019,2.691470385,1.846830368,11.86648537,0.890155673,0
10,9,1998,4,2.109073877,15.83777523,1.368220568,3.662840661,0.702000201,0
11,9,1998,30,2.711956024,70.28882599,0.345059931,12.04421022,1.640972853,0
12,9,1998,18,3.195244312,88.64350891,0.455694377,42.1646174,0.622653604,0
13,9,1998,1,3.154489517,86.91474915,0.236051083,14.58469382,0.936686933,0
14,9,1998,0,4.112830639,65.00946045,0.554179907,3.508947347,1.640342712,0
15,9,1998,21,4.207685471,33.24252701,0.380462617,0.375155952,3.34402442,0
16,9,1998,0,3.11400032,8.620305061,1.433188438,0.001840659,5.141237259,0
17,9,1998,12,1.086658001,1.794289947,3.829587936,3.10096764,3.778569221,0
18,9,1998,5,1.117454052,0.473269284,2.909317493,5.686002527,2.877856016,0.86517334
19,9,1998,0,4.746956348,0.475415587,2.396841764,2.118723578,5.065868855,3.913879395
20,9,1998,3,3.497440815,0.278779507,1.412443161,0.114716613,3.535817385,11.16485596
21,9,1998,53,3.536624908,0.088336281,0.448819071,0.319874936,1.270425439,7.456970215
22,9,1998,1,1.059289336,0.585178912,0.284815013,5.68258334,11.1962328,0.04119873
23,9,1998,0,0.983109355,2.298087597,1.455641508,28.79895614,2.739990234,2.67791748
24,9,1998,32,0.370705694,3.172968388,1.693188667,48.38600792,11.36362171,0.741577148
25,9,1998,0,3.254574537,2.647206783,1.133215547,24.1279847,0.94464159,0
26,9,1998,0,2.07563591,2.290308952,0.778765142,5.872539058,2.489851713,0
27,9,1998,0,31.64024162,1.699624062,1.125191331,7.123067882,3.361475945,0
28,9,1998,3,0.754813313,1.172119737,1.012416244,7.604180742,1.16901207,0.741577148
29,9,1998,0,1.35282743,0.271184176,0.426624835,31.08606907,3.352416515,0
30,9,1998,0,0.679703176,1.268878341,0.364651442,7.924529538,4.035851479,0.123596191
1,10,1998,6,0.184198141,0.585207582,1.120028973,2.829365374,5.009429932,4.325866699
2,10,1998,0,0.121201463,1.427363753,1.617304087,0.004154545,5.626545906,1.277160645
3,10,1998,15,0.932587624,0.801656604,1.446999669,0.637855261,0.952601612,0.329589844
4,10,1998,1,0.312598616,0.780506015,0.868992448,1.284777123,0.392758816,0.90637207
5,10,1998,0,0.272938609,1.263749957,2.234489441,0.004450223,0.896328151,0.411987305
6,10,1998,0,0.929177284,1.426229239,0.477160722,21.13954285,1.227071762,1.153564453
7,10,1998,0,0.340026855,0.672673225,0.389410317,1.72849517,0.216559783,0.617980957
8,10,1998,0,3.15824008,0.245484322,0,1.21961351,1.861019373,0.04119873
9,10,1998,0,0.984431028,3.819679737,0,1.368978788,0.217763588,0
10,10,1998,0,1.697664499,2.311014652,0,3.85631395,0.100036621,0
11,10,1998,0,0.260637224,7.344996929,0.015621183,10.38938491,0.32430917,0
12,10,1998,0,0.451394945,3.581906557,0.009506403,0.00875298,0.593506336,0
13,10,1998,0,0.829990268,1.231170177,0,0.154070041,1.055062056,0
14,10,1998,0,3.193608522,2.653235197,0.004943113,0.366826318,2.100320339,0
15,10,1998,0,2.866150856,0.89847219,0.107549876,12.11117702,1.672152758,0
16,10,1998,2,2.476979017,0.202883303,9.095294952,29.71331952,3.220194817,0
17,10,1998,1,2.461712599,0.940369844,9.931643486,7.742318697,3.250582933,0
18,10,1998,18,0.844186902,1.564423203,0.154720128,3.891224053,0.301931828,0
19,10,1998,1,1.098259568,0,1.627885342,0.960864394,1.488174081,0
20,10,1998,21,15.03047562,0,0.011894222,3.15E-08,1.321464419,3.048706055
21,10,1998,1,65.72512054,0.087122887,0,1.13E-05,1.739729762,5.2734375
22,10,1998,20,1.717368722,1.91372633,0.920043945,5.35E-09,2.298466206,2.883911133
23,10,1998,1,2.590188503,0.988127708,0,8.38E-10,0,0.247192383
24,10,1998,0,3.286195517,0,2.236846447,1.42E-06,0,0
25,10,1998,0,0,3.783201694,3.658438206,1.490621158,0,0
26,10,1998,0,2.707807541,0.131944239,2.153018951,2.863702783,0,0
27,10,1998,0,2.3375144,1.956821561,0.549984813,0.004472645,0,0
28,10,1998,0,1.613329411,0.649423003,0,13.66534531,0.666023076,0
29,10,1998,0,0.212896422,0.147180617,0,11.64921136,0.799247742,0
30,10,1998,0,0.19348368,0.065888502,5.243083,22.7557607,1.367361546,0
31,10,1998,3,0,0,18.10508728,10.16234304,2.163759232,0
1,11,1998,8,0,0,3.396510601,0.011820069,1.811074853,0
2,11,1998,0,0.1604404,0,1.58001709,0.006755989,1.007047653,0
3,11,1998,0,0.278906584,0,0.806656837,0.015394111,25.51530075,0
4,11,1998,0,0.063412331,0.649357855,0,2.85E-09,65.40746307,0
5,11,1998,0,0,0.799600601,0.220285356,2.138393966,0.299987793,0
6,11,1998,0,0.934838116,2.205437422,0.609722435,2.73473924,7.847810268,0
7,11,1998,0,0.427547395,1.93057251,0.205906704,0.188434953,1.490770221,0
8,11,1998,0,3.256306887,0.233035818,0.087321594,1.59E-06,0.695659995,0
9,11,1998,0,0.609223664,0.087594435,0,0.885055659,0.165220737,5.2734375
10,11,1998,0,0.00101394,1.440500021,0,2.471394197,0,19.69299316
11,11,1998,0,0,93.78331757,0.756094873,5.23E-06,0.733111203,2.801513672
12,11,1998,0,0,36.62071609,0.933894515,1.98E-12,5.017598629,0.164794922
13,11,1998,0,0,23.46762848,3,2.88E-09,3.081502676,0
14,11,1998,0,2.36858654,0,7.218101978,4.90E-12,0.075731508,0
15,11,1998,0,12.60865879,1.839132071,0.321139514,3.00E-11,0,0
16,11,1998,0,0,4.906745911,0.023782702,0.018771018,0,0
17,11,1998,0,0,0,0,0.140459307,0,0
18,11,1998,0,0,1.05294013,0,0.005992146,0,0
19,11,1998,0,0,0.001355123,0.007181811,0.07128567,0.78833133,0
20,11,1998,0,0,0,0.740376174,8.57E-05,1.99823463,0
21,11,1998,0,0,0,0.132815942,1.916270598,0,0
22,11,1998,2,0,0,0,1.398532069,0,0
23,11,1998,21,0,0.051374882,0,2.19E-09,0,0
24,11,1998,11,0.023293065,0.032047451,0,0.002493646,0.00840288,0
25,11,1998,0,1.35363555,3.393517971,0.09260194,5.99E-09,0.039174628,0
26,11,1998,0,0.080855884,3.353478909,0.086151138,0.004069692,0.015210407,0
27,11,1998,0,5.561636448,19.17818642,0,2.06E-09,0.457615227,0
28,11,1998,0,3.522530079,1.564265251,0.011657503,4.85E-09,0.155361176,0
29,11,1998,0,0.472893387,0.566404939,0,2.03E-10,1.522426367,0
30,11,1998,0,0,0.017182184,0,1.48E-11,6.003110886,0
1,12,1998,0,0,0.010744334,0.064488977,1.12E-09,2.373617172,0
2,12,1998,0,0.04370391,0,0.10665416,9.04E-09,1.89155221,0
3,12,1998,0,0,0.070528053,0.020421766,6.68E-09,5.156478882,0
4,12,1998,0,0,0,0.12084458,0.002633531,1.010661006,0
5,12,1998,0,0.058023099,0,0.200910389,0.114785292,0.049563289,0
6,12,1998,0,0.225155145,0,0,2.82E-05,0.016200999,0
7,12,1998,0,0,0.003547744,0.0611213,12.07999256,0,0
8,12,1998,0,0,0,0.331877291,6.048531993,0,0
9,12,1998,0,0,0,1.025243759,0.00709346,0.000789103,0
10,12,1998,0,0,0.034915719,0.850996554,2.66684331,0,0
11,12,1998,0,0,0.713243008,0.383381963,1.46E-09,0,0
12,12,1998,0,0,0.387739122,0.511706471,4.11E-10,0.042202242,0
13,12,1998,0,0,0.137877658,0.597307146,5.74E-06,0.023151491,0
14,12,1998,0,0,0.012286333,45.23013306,5.43E-10,0.005223349,0
15,12,1998,0,0,0.003201901,0,4.54E-09,0.558965981,0
16,12,1998,0,0,0.017009594,0,1.28E-10,0,0
17,12,1998,0,0,0.00719659,0,0.084826762,0.229908362,0
18,12,1998,0,0,0,0,1.37E-09,0,0
19,12,1998,0,0,0,0.008855101,3.01E-09,0,0
20,12,1998,0,0.30246219,0.002224705,0.016980795,3.98E-07,0,0
21,12,1998,0,0,0.013347288,0.010753403,0.623242029,27.06262207,0.576782227
22,12,1998,0,0.041519862,0.009684663,0.302305758,2.67E-10,15.07231712,0
23,12,1998,0,0.043353051,0.011210296,0.393639952,1.81E-10,3.041762352,0
24,12,1998,0,0.068222284,0.015934905,0.141098917,9.15E-05,0,0
25,12,1998,0,0,0.00719659,0.525361896,4.57E-09,0,0
