day,month,year,obs,ACCESS1,CCSM4,CNRM,MPI-REMo,MPI,SMHI
5,7,1983,18,1.128988624,0.124671169,0.204944298,6.794764241,1.29251194,7.250976563
6,7,1983,41,0.853686571,0,0.357687831,2.18634039,8.964727402,3.295898438
7,7,1983,0,3.700012207,0.396776408,4.997790813,3.302475298,6.802136898,4.449462891
8,7,1983,5,0.355313838,0.844174862,2.979977369,0.009599763,8.239990234,7.662963867
9,7,1983,49,0.262242228,1.35308063,0.729953825,5.087151169,12.84675694,4.078674316
10,7,1983,1,0.983207226,1.166091561,1.473132133,11.69495266,6.788859367,11.35025024
11,7,1983,1,1.349374533,1.354677558,7.223258018,0.012633511,6.323269844,4.36706543
12,7,1983,4,1.506718397,8.852288246,3.875401258,1.049187913,1.355677128,0.803375244
13,7,1983,0,2.964385033,3.784849167,1.165611982,7.004467514,1.619102478,0.288391113
14,7,1983,8,2.878757477,10.16650009,2.253993273,0.452478105,1.871937513,0.617980957
15,7,1983,20,0.457063675,3.933601618,2.622125864,3.07881427,4.446564198,0.494384766
16,7,1983,16,0.701827109,0.424145699,5.17271328,3.011850303,5.559083939,3.54309082
17,7,1983,4,4.907826424,0.033135064,0.983591795,5.798965227,3.21456027,7.374572754
18,7,1983,143,0.63380605,0.005417319,3.177333832,19.36985822,2.047772169,0.947570801
19,7,1983,34,0.149296582,0,1.943311453,9.338198695,3.9497931,0.741577148
20,7,1983,28,0.213049561,0.003973847,1.861799598,4.789186141,3.618470669,1.235961914
21,7,1983,0,0.378834903,0.291279197,0.506183386,16.88851356,5.097229958,0.082397461
22,7,1983,21,0.544842243,0.59435153,0.486156553,4.146807559,0.622395277,0
23,7,1983,42,0.846261859,0.497793317,2.309057951,0.473595668,0.425219089,0.494384766
24,7,1983,37,1.178615689,6.025219917,2.830124855,0.437964905,0.596710145,5.026245117
25,7,1983,27,4.458180428,0.669777632,7.538563251,0.014015478,0.499764979,3.378295898
26,7,1983,56,1.77860868,1.893011332,1.413969278,0.031307383,1.216656327,0.86517334
27,7,1983,74,2.40234375,2.013293266,2.19799304,1.022227155,1.374723196,0.741577148
28,7,1983,27,0.734821796,1.820522666,3.411520481,0.820806014,3.625682831,0.411987305
29,7,1983,34,0.672560573,0.481482714,0.833822727,0.123772319,1.961820602,6.674194336
30,7,1983,42,1.014878154,3.025703907,0.612431705,0.042622012,2.044882774,2.842712402
31,7,1983,90,2.562190056,1.970235705,2.497973204,4.923952057,1.204944611,14.74914551
1,8,1983,24,1.474865675,5.779284954,4.514425755,1.123052571,3.033542871,18.29223633
2,8,1983,6,3.563134909,3.589449167,6.662901878,2.797780791,1.81768167,11.90643311
3,8,1983,24,2.60911274,2.521996021,3.207890749,6.48309323,4.780229568,9.887695313
4,8,1983,59,2.272699833,6.437041283,2.913376808,2.498476597,0.638101518,30.52825928
5,8,1983,110,2.645205975,0.569048107,2.525003433,1.079697281,0.807159424,3.749084473
6,8,1983,4,2.186920643,1.56822598,1.355341315,9.623682965,1.342779279,22.37091064
7,8,1983,0,2.428802967,2.8019104,0.747462988,0.667045658,0.80793345,13.05999756
8,8,1983,0,5.527828217,2.144525051,5.17841053,3.248408879,5.010047913,2.966308594
9,8,1983,4,2.983323574,6.209704399,2.35357976,7.26111657,6.770830154,10.29968262
10,8,1983,2,1.116784334,29.03555107,3.430109739,2.628808381,2.924019814,6.509399414
11,8,1983,4,4.216482162,5.315943718,4.952814102,0.379498105,4.799585342,0.659179688
12,8,1983,7,5.588811398,2.06977129,1.840717316,2.124544181,1.246057987,0.823974609
13,8,1983,6,5.815158844,2.446348667,3.352652788,4.490317125,2.540299892,0.741577148
14,8,1983,10,5.137815952,0.68279016,5.612234116,0.15455111,5.228692532,1.647949219
15,8,1983,21,4.241259575,2.177426577,5.24566412,0.208703613,5.500005722,3.131103516
16,8,1983,68,2.073082685,3.061971188,3.15985775,0.110968576,1.79204011,2.389526367
17,8,1983,7,1.764572144,1.036060333,1.692787886,1.239594369,2.571912766,0.576782227
18,8,1983,0,1.488641024,3.657866955,5.345066071,13.2922383,3.141241789,1.689147949
19,8,1983,10,6.78881979,0.563360333,1.298612595,36.79470336,2.135766029,3.254699707
20,8,1983,10,5.68569994,1.771913409,5.073888779,12.88864464,2.364001274,3.54309082
21,8,1983,13,0.679577529,4.030808449,8.980151176,0.016414375,0.58001709,2.471923828
22,8,1983,98,0.976373911,2.022394419,2.838638306,0.195132022,2.342437029,2.67791748
23,8,1983,87,3.888131142,1.735297441,1.484593749,3.721173992,0.683459938,2.142333984
24,8,1983,37,1.344705105,1.540039063,1.095244169,5.271996022,2.070676565,8.466339111
25,8,1983,148,0.429076374,3.584028006,0.873148799,4.652473319,1.789726973,8.651733398
26,8,1983,51,1.848041534,3.051774025,1.243700504,27.46834075,1.633000612,16.43829346
27,8,1983,8,3.816089153,4.384148598,3.41330719,0.787810993,2.951037645,5.397033691
28,8,1983,8,1.7916646,1.517213225,2.199202776,0.015016274,3.324554443,3.996276855
29,8,1983,4,2.254836559,8.849770546,2.188296795,0.048984913,14.96502304,0.329589844
30,8,1983,23,16.57913399,3.796631813,1.908383131,0.00537764,8.989411354,0
31,8,1983,5,12.84213924,6.492202282,1.26473546,0.000347967,4.694609642,2.307128906
1,9,1983,7,4.919018269,1.988585591,3.011252403,0.007075551,9.936739922,0
2,9,1983,36,1.636692882,4.423675537,2.586999893,0.051063328,2.542960405,0
3,9,1983,24,3.025154114,2.976485729,3.474823475,5.906933988,4.616351604,0
4,9,1983,1,3.920043945,4.039249897,3.374457359,4.53449185,3.273150206,2.801513672
5,9,1983,7,1.555059552,5.041027069,5.375760555,1.843773946,9.480976105,1.483154297
6,9,1983,19,2.797102451,2.002975941,23.59773064,0.054405537,38.22631073,0.453186035
7,9,1983,11,4.506792068,2.856743336,4.113094807,3.256339522,0.415952802,0.082397461
8,9,1983,34,5.703482628,1.043993592,1.794044018,33.55271984,0.599537253,0.164794922
9,9,1983,33,1.986540318,6.000968933,1.206175089,36.6036362,2.282659054,2.142333984
10,9,1983,38,4.065326214,5.081408024,2.062243938,9.079798241,2.201631784,6.17980957
11,9,1983,57,3.480041504,5.836965561,1.716138124,4.343411804,3.307760715,0.205993652
12,9,1983,61,4.17901516,1.79489255,0.370288342,2.824666584,3.308550358,0.247192383
13,9,1983,24,1.945693135,2.477653265,0.66885978,0.088531953,2.98302269,0.164794922
14,9,1983,0,1.960021973,4.421307564,0.614794612,2.179945522,3.099563837,0.164794922
15,9,1983,5,1.594606519,3.691692591,1.446754456,11.41410777,1.092689753,0
16,9,1983,12,2.563058853,4.989563942,2.560774803,25.72528543,2.522614241,0.164794922
17,9,1983,45,1.465481877,6.486172676,4.712385654,7.199921343,4.111751556,0.082397461
18,9,1983,10,3.956431389,2.330028772,4.204306126,1.65144463,2.489910364,0
19,9,1983,4,1.411856771,1.57464695,2.435169935,13.08436375,2.592191935,2.307128906
20,9,1983,0,2.972977877,1.552148819,29.3138752,0.101462486,5.591024399,4.119873047
21,9,1983,8,3.334581852,0.998765469,23.08349419,2.09E-07,5.551669121,2.801513672
22,9,1983,9,2.977617741,1.26782012,0.767587543,0.057117291,2.168502331,0.823974609
23,9,1983,1,2.148972988,3.563680649,0.815425992,2.737171459,1.456997156,0
24,9,1983,0,2.317785501,1.137748599,0.354587436,9.112090361,1.11725533,0
25,9,1983,1,0.180962414,5.360830784,2.12846446,6.357951206,0.704547226,1.029968262
26,9,1983,26,0.402269781,1.320286989,1.521215439,0.001652442,1.85677433,0
27,9,1983,50,0.208183259,2.494104862,2.660906792,0.246991256,1.788249016,0
28,9,1983,13,0.828225136,2.193533897,1.491233826,12.37340905,1.985284209,5.520629883
29,9,1983,0,1.623413324,2.592705488,1.371683359,15.06138481,2.616217375,11.28845215
30,9,1983,0,1.570054173,2.338858604,0.87662828,28.36236376,4.212081432,12.52441406
1,10,1983,0,1.597801208,1.935766101,0.314960957,23.69567463,4.362163067,0.494384766
2,10,1983,0,2.584538698,1.399306178,0.446002454,10.62375423,2.853244543,0
3,10,1983,0,4.465335846,0.106422193,0.020019531,27.22950429,0.105073795,0.082397461
4,10,1983,0,2.714725256,0.875760317,0.190707713,22.76230361,0.012557353,0
5,10,1983,0,2.573057652,0.020019531,0,16.01812877,0,1.318359375
6,10,1983,0,3.009013653,1.567059278,0.001484423,2.474451915,0.101781934,0.926971436
7,10,1983,50,1.794112206,0,0.068220489,0.14508542,1.041215897,0
8,10,1983,5,0.698503494,0.083778307,0.99345696,1.951150369,0,0
9,10,1983,9,0.466718078,0.856800556,0.587564766,1.44157288,0,0
10,10,1983,41,3.960021973,0.313088059,0.868677616,0.161431379,0,1.153564453
11,10,1983,6,1.345243216,0.158872157,2.336503029,0.163006865,0.598931015,2.801513672
12,10,1983,1,4.197452545,0.220517844,5.782505035,0.084841761,1.049172521,0.988769531
13,10,1983,0,2.020019531,0.428327411,3.265952587,1.803025481,1.236208797,0
14,10,1983,0,1.152638316,1.300243378,2.481466293,3.26E-10,0.197341606,0
15,10,1983,2,2.164628744,0.840026855,3.093779802,0.001981845,0.508864522,0
16,10,1983,33,5.694730282,0,3.332775116,3.69E-05,0.386521399,0
17,10,1983,54,3.863138437,1.6984694,2.076608419,0.391393676,0.200012207,0
18,10,1983,0,44.47934341,109.8477631,0.369768411,8.39E-13,0.380004883,0
19,10,1983,0,5.151268482,82.53572845,0,2.23E-13,1.891916156,0
20,10,1983,0,1.68620491,2.81359458,0,1.12E-10,1.802522421,0
21,10,1983,63,3.25722456,1.94075954,0,4.98E-07,0.593949139,0
22,10,1983,3,2.917047262,27.88591385,0,2.90E-10,1.292522788,0
23,10,1983,0,1.896476507,0.059645236,0.132138357,1.05E-07,2.205863237,0
24,10,1983,0,0.201738894,0.005458645,0.592717052,0.079632489,0.782274246,0
25,10,1983,11,0.241357014,0,0.388057679,3.76E-08,1.1114645,0
26,10,1983,0,0.490190029,0,1.854897022,0.115625404,1.891678095,0
27,10,1983,0,0.720232069,0,1.151444435,0.064769228,0.542495906,0
28,10,1983,0,0.207667768,0,1.571122289,0.063446446,1.060153127,0
29,10,1983,0,0.951684296,0.031754877,1.118254662,0.757626319,0.184745103,0
30,10,1983,0,5.290082455,0.305501074,0.515612483,0.01236163,0,0
31,10,1983,0,3.746727705,0.826334953,0.185306668,0.00740665,0,0
1,11,1983,0,1.589851379,0.020019531,0.623791456,4.440268991,0,0
2,11,1983,0,1.47718358,0.064074881,1.090290785,4.438350373,0,3.790283203
3,11,1983,0,0.257841408,0.1974231,1.844074368,12.80957269,0,0
4,11,1983,0,0,0.077871166,0.475127339,3.901880491,0,0
5,11,1983,0,0,0,1.139184713,11.71936286,0,0
6,11,1983,0,0,0.108576298,0.296526462,0.01758321,0.000650642,0
7,11,1983,0,0,1.039884329,0.032934099,1.90E-09,0.041930128,0
8,11,1983,0,6.855490208,0,0,1.483349805,0.226037726,0
9,11,1983,0,2.460967064,0,0,2.90E-10,0.889050245,0
10,11,1983,0,20.14517212,0,0,0.013152632,0.12105497,0
11,11,1983,0,38.24085617,0.409020036,0.976588845,0.123696922,0,0
12,11,1983,0,12.24277115,0,2.189291477,0.001653592,0,0
13,11,1983,0,0,0,0.330380321,0.574771906,0,0
14,11,1983,0,0,0,0,3.38E-09,0,0
15,11,1983,0,0,0,0,3.18E-10,0,0
16,11,1983,0,0,0,0,5.74E-12,0,0
17,11,1983,0,0.011863722,0,0,1.25E-10,0,0
18,11,1983,0,0.001021509,0,0.539918661,3.31E-09,0,0
19,11,1983,0,0,17.40273666,1.676709056,1.12E-10,0,0
20,11,1983,0,0.159504876,0,8.226057053,2.12E-09,0,0
21,11,1983,0,0.046823822,0.132959545,63.42329407,5.83E-09,0,0
22,11,1983,0,0.420933962,0,1.007616401,6.13E-09,6.029886723,0
23,11,1983,0,3.180885077,0,0.165633246,5.46E-10,2.172001839,0
24,11,1983,0,1.863917947,0,0,1.44E-11,2.601524115,0
25,11,1983,0,3.970526457,0,0,2.92E-09,2.35558033,0
26,11,1983,0,13.2390213,0.008797358,0,2.06E-09,5.558614254,0
27,11,1983,0,1,0.014896953,0,4.25E-09,0.060995623,0
28,11,1983,0,0.021896521,0,0.052169096,7.98E-11,0,0
29,11,1983,0,0.061836101,0,0.082351185,6.33E-11,0.218520239,0
30,11,1983,0,0.091432296,0,0.149400026,7.66E-09,0.01111679,0
1,12,1983,0,0.354647487,0.426949918,0.081514917,7.95E-11,0,0
2,12,1983,0,20.02335358,4.330810547,0.007225532,2.63E-09,0,0
3,12,1983,0,2.975701809,31.17230415,0,1.20E-08,0,0
4,12,1983,0,0,3.844896078,0,1.17E-05,0,0
5,12,1983,0,0.002163385,0.325013518,0.11848294,2.87E-11,0,0
6,12,1983,0,0.009622818,0.367067218,0.090327606,1.47E-10,0.00628382,0
7,12,1983,0,0.071193352,0,0,3.69E-09,0,0
8,12,1983,0,0.030597802,0.93416214,0,6.69E-12,0,0
9,12,1983,0,0.019608101,0.45014891,0.003529279,1.35E-12,0,0
10,12,1983,0,0.001680445,0.027069006,0.014385235,6.89E-12,0,0
11,12,1983,0,0.005501354,0.046023525,0.007586364,2.02E-11,0,0
12,12,1983,0,0.009628356,0,0,5.43E-11,0,0
13,12,1983,0,0.03384519,0,0.003529279,9.22E-09,0,0
14,12,1983,0,0.053174898,0,0.02403219,9.94E-09,0.020019531,0
15,12,1983,0,0.072501913,0,0.1896258,6.24E-09,1.295063496,0
16,12,1983,0,2.072116852,0,0.031477302,6.65E-09,0.118495524,0
17,12,1983,0,0.013555339,0,0.006634668,2.03E-07,0,0
18,12,1983,0,0,0,0.005370901,3.57E-07,0,0
19,12,1983,0,0,0,0,2.97E-07,0.460021973,0
20,12,1983,0,0,0.063392989,0,1.24E-07,44.28287888,0
21,12,1983,0,0,0,0.037056919,1.82E-07,13.51983643,12.0300293
22,12,1983,0,0.108455174,0,0.608245254,3.75E-08,1.166597843,1.812744141
23,12,1983,0,0.114678755,0,1.346059799,2.94E-06,0.009978604,0
24,12,1983,0,0,0,0.280167133,0.009509396,0,0
25,12,1983,0,14.19771576,0,3.602995396,1.16E-08,0,0
26,12,1983,1,0.094398476,0,0.260009766,1.09E-05,0.047957335,0
27,12,1983,13,0,0,4.30320549,1.35E-07,0.000174196,0
28,12,1983,6,0,0,64.37540436,9.15E-05,0.006029455,0
29,12,1983,0,5.272663593,0.04447604,2.131419897,4.28E-05,0.015132342,0
30,12,1983,0,0.540039063,0,0,0.00492853,0.018193003,0
31,12,1983,0,0.002215464,0.019813735,0,4.49E-07,0,0
1,1,1984,0,0.064650431,0,0,3.11E-09,0,0
2,1,1984,0,0.150780946,0,0,0.003009089,0,0
3,1,1984,0,10.55607891,0,0,1.261564018,0,0
4,1,1984,0,0.047135808,0,0.036752954,1.24E-07,0,0
5,1,1984,0,0.005987892,0,0,4.20E-07,0,0
6,1,1984,0,0.072184116,0,0.002215464,1.80E-09,0,0
7,1,1984,0,0,0,0,1.24E-10,0,0
8,1,1984,0,0,0,0,2.62E-12,0,0
9,1,1984,0,0,0,0.00654573,3.58E-11,0,0
10,1,1984,0,7.613161087,0,0.017009838,4.23E-12,0,0
11,1,1984,0,0.020019531,0,0,5.79E-08,0,0
12,1,1984,0,0.002215464,0,0,1.06E-07,0,0
13,1,1984,0,0,0.00549513,0,1.42E-11,0,0
14,1,1984,0,0.047689497,0.021266297,0,1.31E-11,0,0
15,1,1984,0,21.4991703,0,0,6.23E-09,0.007338207,0
16,1,1984,0,0.019356977,0,0,1.28E-10,0.046944164,0
17,1,1984,8,0,0,0,4.45E-12,0.421098739,0
18,1,1984,0,0,0,0,3.83E-13,0,0
19,1,1984,0.00E+00,3.01E-05,0,0.211879373,1.79E-09,0,0
20,1,1984,0,0.085717618,0,1.491222262,2.32E-13,0,0
21,1,1984,0,0.019308468,0,0.143683523,0.672068514,0,0
22,1,1984,0,0,0,0.033578232,4.83E-11,0,0
23,1,1984,0,0,0,0.003529279,9.27E-10,0,0
24,1,1984,0,0,0,0,3.19E-10,0,0
25,1,1984,0,0,0.416223824,0,4.72E-10,0,0
26,1,1984,0,0.013496954,0.122491479,0,8.75E-12,0,0
27,1,1984,0,0.002385137,0,0,3.14E-09,0,0
28,1,1984,0,0.001478667,0,0,6.77E-12,0.488287985,0
29,1,1984,0,0,0,0,5.25E-05,5.522969246,0
30,1,1984,0,0,0,0,0.000115493,13.8574934,0
31,1,1984,0,0,0.389748394,0,3.14E-09,2.299987793,0
1,2,1984,0,0,0.027437933,0,3.94E-09,6.253612041,0
2,2,1984,0,0.018031346,0,0.184804663,3.03E-09,2.812159538,0
3,2,1984,0,0,0,0.396276653,1.87E-09,4.562977314,0
4,2,1984,0,0,0,0.035102092,5.03E-11,4.380285263,0
5,2,1984,0,0,0,0,5.64E-13,0.79922533,0
6,2,1984,0,0,0,3.0422225,5.01E-12,0.081501141,0
7,2,1984,0,0,0,3.276392937,0.007818639,0,0
8,2,1984,0,0,0,0.698445201,0.560661705,0,0
9,2,1984,4,0,0,0.098706134,0.65253678,0,0
10,2,1984,0,0.337232918,0,0,2.60E-12,0,0
11,2,1984,0,0,0,0,8.66E-13,0.18354176,0
12,2,1984,0,0,0,0,8.75E-12,0.672400355,0
13,2,1984,0,0,0,0.238623708,1.56E-10,0,0
14,2,1984,0,1.318753242,0,0,1.05E-08,0,0
15,2,1984,0,1.644273877,0,0.362417758,0.003572959,0,0
16,2,1984,0,0,0,7.14682579,21.55851061,0,0
17,2,1984,0,0,0,22.28102493,2.494919579,0,0
18,2,1984,0,0,0,1.219123363,0.001467618,0.134697974,0
19,2,1984,0,0.449957818,0,0.190378636,4.236493504,0.000778995,0
20,2,1984,0,2.378650188,0.074851379,0,1.354622003,0,0
21,2,1984,0,2.234318018,0.042257972,0.060419567,0.347529147,0,0
22,2,1984,0,0.181746334,0.005417319,0.246170938,1.02E-07,0.006639637,0
23,2,1984,0,0.021209912,0,0.005463706,4.54E-09,0.155158341,0
24,2,1984,0,0.041589804,0,0.234105483,0.08703043,0,0
25,2,1984,0,0.174351349,0,0,0.034330578,0,0
26,2,1984,0,0,0.001759651,0.78179884,2.35E-09,0,0
27,2,1984,0,0.907688439,0.003560082,1.435876012,1.22E-08,0,0
28,2,1984,0,0,0.128324687,0.40386194,1.23E-11,0,0
29,2,1984,0,0,1.540062308,0,0.058321672,0,0
1,3,1984,0,0,17.61374855,0.008978506,1.119092436,0,0
2,3,1984,0,0.184051961,0.015065766,0,7.89E-08,0.207394496,0
3,3,1984,0,0.105685808,0,0.463111103,2.86E-08,0.20206514,0
4,3,1984,0,2.003293514,0.003915334,1.834919214,3.47E-09,1.25250423,0
5,3,1984,0,1.496149778,0,0.13222073,9.45E-09,7.473367214,0
6,3,1984,0,2.540039063,0,2.190316439,16.29137085,7.868887901,0.082397461
7,3,1984,0,1.750453234,0,2.34507966,7.67960907,1.258348823,1.318359375
8,3,1984,0,0.211765066,0,0.859985352,17.72569469,0.657241225,0.494384766
9,3,1984,0,0,0,22.10127258,1.300344124,0.767331719,1.647949219
10,3,1984,0,0,0,2.172778845,0.691437389,3.558010817,6.756591797
11,3,1984,0,0,0.012212353,1.55174613,7.047940046,2.016203165,7.250976563
12,3,1984,0,0,0.050327972,0,5.685887486,16.44594955,1.153564453
13,3,1984,0,0,0,0,1.593115699,3.287115812,0.329589844
14,3,1984,0,0,1.219231486,0.739789367,1.802869263,5.779007435,0.164794922
15,3,1984,0,0,14.17152023,0.785435736,0.077004099,3.036773443,0.411987305
16,3,1984,0,4.575733662,3.057887077,0.048138488,17.25849621,1.254864693,0.329589844
17,3,1984,0,120.5488281,2.58001709,0.104072072,12.13145955,1.729742527,10.546875
18,3,1984,0,13.10844994,3.976850033,0,1.98E-06,0.006513511,2.63671875
19,3,1984,0,5.083891869,1.291275263,0,1.11E-11,0,0.350189209
20,3,1984,0,23.4897728,0.772101581,0,3.91E-10,0,9.372711182
21,3,1984,0,11.67247868,14.26892281,0.036940064,0.047269096,0,28.40652466
22,3,1984,0,1.378715992,1.488162637,0.24755156,12.20311727,0.034748148,50.28305054
23,3,1984,0,2.285520792,1.787209272,0,2.37050018,0.323069274,3.831481934
24,3,1984,0,14.1964674,0.713640273,0,1.573585969,0.593745887,0.020599365
25,3,1984,0,135.7245331,1.192701817,2.560791254,4.210607568,0.583917618,0
26,3,1984,0,1.309219122,0.001759651,6.785430908,8.21E-06,0,0
27,3,1984,50,0.133621365,0.320015222,6.758676529,0.00052905,0.831801295,5.520629883
28,3,1984,3,0.873499572,0,36.77590561,6.62E-05,0,36.99645996
29,3,1984,0,0.539647818,0,0.033630338,0.000842614,0.271882296,35.55450439
30,3,1984,0,0.198407069,0,0.135395333,0.000473507,0.307783365,3.213500977
31,3,1984,1,0,0.135862082,0.255415142,11.3519941,0.884534836,16.43829346
1,4,1984,15,0,0.044056438,0,0.940597345,2.205360413,27.35595703
2,4,1984,27,0,0.46089533,0,0.666085799,1.537284017,1.483154297
3,4,1984,0,0.449184746,0,0,0.203514777,0.80643481,2.63671875
4,4,1984,2,0.648983955,0.059997559,0,2.526277379,3.748766661,0
5,4,1984,0,1.671014667,4.892738819,0,3.020037117,1.137280464,0
6,4,1984,0,1.629220247,14.89264774,0,17.73207039,0.400070369,0
7,4,1984,0,0.317989558,2.140014648,1.413318038,19.25635552,0.440776438,0
8,4,1984,2,0,1.662466049,0.339034855,213.0789489,0.243076801,0
9,4,1984,8,0,0.697901666,1.01355505,16.04958605,0,0
10,4,1984,0,0.14529562,0.953367472,0.534545124,7.334257266,0.038991589,0
11,4,1984,0,0.1641469,0.178027257,0.309312671,0.222258683,0,2.513122559
12,4,1984,0,0.712900341,4.946183205,0.069573589,20.83219187,0.474172413,1.153564453
13,4,1984,0,0,5.71290493,0,17.38774516,1.530488014,0
14,4,1984,0,0.031932987,4.657306194,0,26.75164528,1.862933874,2.389526367
15,4,1984,0,0.031486329,2.842011452,0.006337138,0.000209285,2.888290405,0
16,4,1984,0,0.374009818,1.099006414,1.085433245,7.76E-05,1.940002441,0
17,4,1984,36,0.528822601,4.905377388,2.932833672,5.253108451,6.417688847,0
18,4,1984,51,1.071042299,111.764473,0.135942861,19.18245228,0.963733792,0
19,4,1984,32,0.859361708,81.56645966,0.114540666,18.38904102,2.328500032,0
20,4,1984,4,0.580765545,222.0325775,0,39.75626444,0.915591955,0
21,4,1984,13,0.273991346,101.6025772,0,25.27599949,2.232584,0
22,4,1984,14,0.489260316,2.080952168,0,39.0677724,4.531075478,0
23,4,1984,0,1.109710574,3.031260729,0,62.59674858,0.770156562,0
24,4,1984,0,2.728724957,1.237453341,0.394977719,26.21505093,0.743330419,0
25,4,1984,0,76.13529205,2.336829185,0.529316247,30.17280456,1.3253932,0.164794922
26,4,1984,0,139.7596893,4.571955681,0,34.19925878,3.896580219,13.84277344
27,4,1984,0,2.600036621,4.916606426,55.40926361,49.04945735,4.077363968,13.84277344
28,4,1984,11,4.046439171,106.6203613,95.23894501,84.47772525,3.914775372,2.307128906
29,4,1984,18,1.474524498,253.7844849,59.25911713,61.8248105,2.124112844,3.955078125
30,4,1984,63,0,220.5797577,435.8001099,32.76140699,2.684615612,6.262207031
1,5,1984,11,2.633640289,5.361992359,133.864975,25.5039881,2.008467197,11.53564453
2,5,1984,20,3.859985352,7.990010738,92.03675079,11.89890699,1.0252316,6.591796875
3,5,1984,1,7.455003738,11.54589081,126.5538483,24.56027465,1.85788095,16.97387695
4,5,1984,0,173.4216309,97.99481201,52.42256546,15.81878364,2.066063166,28.67431641
5,5,1984,30,1.514067531,78.9631958,45.04148865,13.93903499,2.392682314,13.51318359
6,5,1984,1,1.58708024,138.3642883,0.896320879,4.387354874,3.628350019,9.722900391
7,5,1984,5,0.340026855,14.19150352,0.762650132,32.87436906,0.637151241,12.93640137
8,5,1984,64,14.53725815,21.85894012,3.278208494,58.58860798,0.319250077,26.03759766
9,5,1984,6,1.545339465,6.431951523,6.711028576,9.163607634,0.352463156,24.38964844
10,5,1984,20,36.4898262,5.119242191,16.08644295,33.98579434,0.061698306,41.52832031
11,5,1984,27,29.74276924,12.84002686,447.2720032,9.56142596,1.527265429,36.74926758
12,5,1984,49,157.5611877,9.83586216,491.611145,168.0818785,3.932185173,45.31860352
13,5,1984,37,90.23274994,180.3847351,217.12677,52.66223699,3.774385929,61.46850586
14,5,1984,14,3.79493618,258.1453552,0.880004883,42.78985038,6.876081944,81.40869141
15,5,1984,30,89.38516235,76.13298035,0,0.861476685,4.247103691,89.15405273
16,5,1984,65,38.39913559,10.04440498,0.42778641,1.40E-09,1.107017279,51.58081055
17,5,1984,101,115.3868484,8.440002441,0.513166368,5.07E-08,0.996047497,50.75683594
18,5,1984,0,134.3249207,28.76064301,0.771696091,1.334969531,5.643236637,4.614257813
19,5,1984,27,28.11563873,3.053396463,1.995878935,0.00046467,2.04008913,0
20,5,1984,12,11.76105118,0,5.565950394,0.376291556,2.712947845,23.89526367
21,5,1984,0,0.461003751,0.657597125,8.517869949,8.135214751,7.847239494,17.13867188
22,5,1984,1,0.556036294,3.999291897,4.606259346,3.174762439,14.62842274,41.19873047
23,5,1984,149,0,2.685008287,1.534768581,2.686664416,0.989115298,53.72314453
24,5,1984,152,2.903080225,5.540039063,2.690312147,0.298495897,1.038961291,20.84655762
25,5,1984,68,4.16003418,3.598543882,10.53676224,11.27390787,1.499255419,81.61468506
26,5,1984,0,4.271165371,2.848956108,12.26798439,25.47113523,1.592980385,77.41241455
27,5,1984,0,2.480041504,3.566915035,7.860805511,11.67305578,8.231661797,12.77160645
28,5,1984,0,9.628782272,4.245521069,137.3579254,8.815945568,23.73047638,12.77160645
29,5,1984,10,0,1.362360358,416.2799988,10.01128207,8.609982491,0.123596191
30,5,1984,0,1.054973245,23.16563416,111.1473694,16.49608836,26.17538071,0.082397461
31,5,1984,0,0.734076977,175.5847321,3.760009766,51.41467787,9.241941452,0.04119873
1,6,1984,0,1.496055126,198.9128418,288.8301392,41.0700649,25.88312531,0
2,6,1984,0,93.97146606,6.787950039,9.456432343,31.49979142,10.88068771,0
3,6,1984,0,136.4659882,17.48007202,0.449337244,15.11672675,29.52933311,0
4,6,1984,0,5.974339485,0,24.10935974,0.145136998,21.42601395,0.247192383
5,6,1984,12,10.35120583,0,38.94662857,9.411154571,35.7596817,5.108642578
6,6,1984,17,124.4264603,1.811196327,25.78359222,8.514936967,7.924673557,8.322143555
7,6,1984,7,66.00197601,8.790589333,37.9967308,12.53240034,9.027509689,8.239746094
8,6,1984,9,63.60985565,12.98696709,10.57731915,27.94311941,4.399772167,1.318359375
9,6,1984,5,67.20304871,6.49034071,98.00522614,23.25856425,1.516243696,0.741577148
10,6,1984,3,22.16426468,9.418426514,37.04996109,8.751812065,0.990546703,0.247192383
11,6,1984,0,9.783251762,135.5151825,23.71039009,21.41641723,3.253914356,0.123596191
12,6,1984,0,12.09232521,70.70910645,7.396100044,4.315466119,4.389272213,1.812744141
13,6,1984,37,109.4301529,15.01517582,24.68863297,139.1794402,19.73604393,4.202270508
14,6,1984,5,42.27098465,4.05599165,6.123631477,48.26581143,14.01112175,4.943847656
15,6,1984,9,4.370434761,2.534760475,1.900024414,63.35676759,3.436534166,0.329589844
16,6,1984,61,3.105472088,1.22465539,7.098193169,13.29549467,1.724214077,2.801513672
17,6,1984,43,7.260575294,2.700623274,31.22682571,19.88057136,6.690478325,0
18,6,1984,122,6.171770096,9.061024666,3.522621632,17.83502949,2.466955662,0
19,6,1984,72,6.146748066,4.404563904,4.812983513,12.85672216,2.222256899,0
20,6,1984,49,9.763977051,0.783099532,2.426749229,21.85241869,40.78029251,0
21,6,1984,19,6.375381947,0.831661582,1.025329828,19.46721864,90.89450073,2.883911133
22,6,1984,0,7.022851944,1.948964,0.538825035,27.42130319,83.62361145,0.90637207
